id,iq,torque,current angle
-0.0,1.0,0.044177822758458496,-0.0
-0.4798132614,10.9895304376,0.48638362728964646,-2.5
-1.6476410096999998,20.9352640077,0.9306971330688147,-4.5
-3.5092996278,30.800727526699998,1.3789551188435563,-6.5
-6.0601858551,40.5496503994,1.8328773164579413,-8.5
-9.2940118005,50.1460002876,2.294014283254303,-10.5
-12.682613138799999,59.667003642699996,2.7636992516477323,-12.0
-17.1764545876,68.89099656730001,3.243202552082115,-14.0
-21.646308464100002,78.0540667092,3.7334698828566713,-15.5
-26.6058251277,87.023732796,4.235361355825985,-17.0
-31.210716434400002,96.0567081463,4.749655524253331,-18.0
-37.0525613712,104.63320551209999,5.276914838487565,-19.5
-42.3750931373,113.3373348932,5.817716522845387,-20.5
-48.0116606977,121.884701408,6.372432666108724,-21.5
-53.9583639684,130.2670140825,6.941447547135941,-22.5
-60.211109403900004,138.4760712344,7.525039225064466,-23.5
-65.4845995391,147.08081867360002,8.123567351410603,-24.0
-72.2677227507,154.97863157700002,8.737234502929878,-25.0
-77.9225085208,163.3679364583,9.366143089614546,-25.5
-85.2237823021,170.9324630656,10.010503104169919,-26.5
-91.2520904397,179.09231136420001,10.670623779564817,-27.0
-97.4289573852,187.1592858052,11.34641699712925,-27.5
-103.75321537880001,195.1314180309,12.038039243876574,-28.0
-110.2236736293,203.0067530337,12.74561826731268,-28.5
-116.8391184682,210.7833494111,13.46925272168747,-29.0
-123.5983135851,218.45927967089997,14.209011841948048,-29.5
-130.5,226.0326303918,14.964935120734049,-30.0
-137.542896373,233.50150246840002,15.737032024219571,-30.5
