id,iq,torque,current angle
-0.0,1.0,0.030984589783385058,-0.0
-0.0,11.0,0.3408304876172356,-0.0
-0.1832572455,20.9992003851,0.6506875796918432,-0.5
-0.2705226005,30.9988196161,0.9605640931367792,-0.5
-0.35778795550000003,40.9984388471,1.2704569194980044,-0.5
-0.8900727263999999,50.9922324552,1.5803976390923065,-1.0
-1.0645967904,60.9907094072,1.8903790227438702,-1.0
-1.2391208543999999,70.9891863592,2.2003930272588654,-1.0
-2.1203328123,80.97224332500001,2.5104965269293724,-1.5
-2.3821022952999997,90.968816575,2.8206569506371695,-1.5
-2.6438717783,100.965389825,3.1308662932190345,-1.5
-3.8738441336999996,110.932381797,3.441211111867128,-2.0
-4.2228391007,120.92629006700001,3.7516246029544034,-2.0
-5.7141397494,130.87531702959998,4.0621081351499,-2.5
-6.1503336234,140.8657992456,4.372767055503769,-2.5
-6.5865274974000005,150.8562814616,4.683507441089469,-2.5
-8.4260889482,160.7793551028,4.9943452469808856,-3.0
-8.9494485102,170.7656504508,5.305388392630973,-3.0
-9.4728080722,180.75194579880002,5.616529241945914,-3.0
-11.6602710445,190.6437464944,5.927796459644046,-3.5
-12.2707564395,200.6250944784,6.2392971142097755,-3.5
-12.881241834499999,210.6064424624,6.550911681112051,-3.5
-15.4161806877,220.4616551163,6.862681673935591,-4.0
-16.1137454247,230.4372956193,7.174712753340367,-4.0
-16.8113101617,240.41293612229998,7.486873919054559,-4.0
-19.6932330207,250.22625075870002,7.799217970777689,-4.5
-20.477823977699998,260.1954240957,8.111851965917332,-4.5
-21.262414934699997,270.1645974327,8.424632181713742,-4.5
-24.4907636987,279.9307101661,8.73761920494414,-5.0
-25.3623211257,289.8926571471,9.050928124860043,-5.0
-26.2338785527,299.8546041281,9.364399355239788,-5.0
-29.8080290275,309.56821770240003,9.678095588458838,-5.5
-30.7664865525,319.5221796864,9.992150903469653,-5.5
-31.724944077500002,329.4761416704,10.306384569310124,-5.5
-35.6442059853,339.1319663314,10.620853286024818,-6.0
-36.6894906183,349.0771852854,10.935725871257665,-6.0
-37.7347752513,359.02240423940003,11.25079279335864,-6.0
-41.9983923198,368.61515846469996,11.56609400923513,-6.5
-43.1304244578,378.5508770217,11.881854088408103,-6.5
-44.262456595799996,388.48659557869996,12.197824431290679,-6.5
-48.869606703399995,398.01100679160004,12.514014613463779,-7.0
-50.0883001374,407.9364683076,12.830731702954942,-7.0
-51.3069935714,417.8619298236,13.147674918948741,-7.0
-52.5256870054,427.7873913396,13.464844261445185,-7.0
-57.5620507602,437.2271838774,13.782549556142795,-7.5
-58.8673126822,447.1416324914,14.100534329903784,-7.5
-60.1725746042,457.0560811054,14.418761024080194,-7.5
-65.550530571,466.41626035769997,14.737492778253886,-8.0
-66.942261581,476.31894104469995,15.056586971417909,-8.0
-68.333992591,486.2216217317,15.375938805218937,-8.0
-74.0525149611,495.4969475634,15.695740410671275,-8.5
-75.5306090721,505.3871061974,16.01601100719331,-8.5
-77.00870318310001,515.2772648314,16.3365548860939,-8.5
-83.066700915,524.4625088586,16.657465004550627,-9.0
-84.631045565,534.3393922646,16.978978056162735,-9.0
-86.195390215,544.2162756706,17.300779948650572,-9.0
-87.759734865,554.0931590766,17.62287068201414,-9.0
-94.2421829689,563.1690784565,17.945652823101405,-9.5
-95.89265902790001,573.0319344715,18.268777706844077,-9.5
-97.54313508690001,582.8947904865,18.592206901976077,-9.5
-104.3625547977,591.869459553,18.916192715121873,-10.0
-106.0990365747,601.717537083,19.240704523463613,-10.0
-107.83551835169999,611.565614613,19.56553602101195,-10.0
-114.9906165905,620.4338466956,19.890747468536507,-10.5
-116.8129718455,630.2663957716001,20.21670903750215,-10.5
-118.63532710049999,640.0989448476,20.543005576111195,-10.5
-120.4576823555,649.9314939236,20.869637084363646,-10.5
-128.0328359134,658.6718400614,21.196931796381712,-11.0
-129.94092586739998,668.4881118954,21.524754960219447,-11.0
-131.8490158214,678.3043837294,21.852928272102428,-11.0
-139.7569220144,686.9272179246,22.18150490498885,-11.5
-141.7506013584,696.7264649706,22.510915071966462,-11.5
-143.7442807024,706.5257120166,22.840690458732617,-11.5
-145.7379600464,716.3249590626,23.170831065287317,-11.5
-154.0625628828,724.8073721187,23.50160794530266,-12.0
-156.1416797908,734.5888481257,23.833044415923407,-12.0
-158.2207966988,744.3703241326999,24.164861066826564,-12.0
-160.2999136068,754.1518001397,24.497057898012134,-12.0
-169.0393384559,762.4871815450999,24.83010166283977,-12.5
-171.2037345949,772.2501416161,25.163651938326076,-12.5
-173.3681307339,782.0131016871,25.49759723878203,-12.5
-182.4353050373,790.2141225528,25.831964118790168,-13.0
-184.6848155803,799.9578232008,26.16730423154621,-13.0
-186.9343261233,809.7015238488,26.503054093630748,-13.0
-189.1838366663,819.4452244967999,26.83921370504379,-13.0
-198.66200467890002,827.4868022604,27.17590851328055,-13.5
-200.9964583179,837.2105014644001,27.51351760789796,-13.5
-203.3309119569,846.9342006684001,27.851551051389247,-13.5
-205.6653655959,856.6578998724,28.190008843754416,-13.5
-215.5524089796,864.5334921333,28.52906656865757,-14.0
-217.9716279356,874.2364493963,28.869026915717825,-14.0
-220.3908468916,883.9394066593001,29.209426081936336,-14.0
-222.8100658476,893.6423639223001,29.55026406731312,-14.0
-233.1037838171,901.3454532124,29.89170788103928,-14.5
-235.60758385809999,911.0269296164,30.234099836382605,-14.5
-238.1113838991,920.7084060204,30.57694494750016,-14.5
-240.6151839401,930.3898824244,30.920243214391938,-14.5
-251.3132927921,937.9139773373,31.264084074101113,-15.0
