Length,B.n,time,angle_value
0.0,0.03151092797302655,0.0,0.25
0.0023065933781434107,0.03216775839063153,4.1666666666666665e-05,0.5
0.004613186756286821,0.03188914110043338,8.333333333333333e-05,0.75
0.006919780134430232,0.03098222402486343,0.000125,1.0
0.009226373512573643,0.03093298661303126,0.00016666666666666666,1.25
0.011532966890717054,0.03179017366751314,0.00020833333333333332,1.5
0.013839560268860464,0.03184189180948691,0.00025,1.75
0.016146153647003874,0.03058835473322345,0.00029166666666666664,2.0
0.018452747025147286,0.02990241532384358,0.0003333333333333333,2.25
0.020759340403290697,0.03089844768203503,0.000375,2.5
0.02306593378143411,0.03171841348150181,0.00041666666666666664,2.75
0.025372527159577517,0.03051933377514666,0.0004583333333333333,3.0
0.02767912053772093,0.0289156733853108,0.0005,3.25
0.02998571391586434,0.0295806471604274,0.0005416666666666666,3.5
0.03229230729400775,0.03152121244791106,0.0005833333333333333,3.75
0.03459890067215116,0.03128209831793578,0.000625,4.0
0.03690549405029457,0.02869892157393079,0.0006666666666666666,4.25
0.03921208742843798,0.02742437028830626,0.0007083333333333333,4.5
0.041518680806581394,0.02862763247071307,0.00075,4.75
0.0438252741847248,0.02836033100441956,0.0007916666666666666,5.0
0.04613186756286822,0.02380138351567308,0.0008333333333333333,5.25
0.048438460941011625,0.01819332744580371,0.000875,5.5
0.050745054319155034,0.01513990048523174,0.0009166666666666666,5.75
0.05305164769729845,0.01079407855640897,0.0009583333333333333,6.0
0.05535824107544186,-0.002253260513791578,0.001,6.25
0.057664834453585265,-0.02419301642139853,0.0010416666666666667,6.5
0.05997142783172868,-0.04815018297348368,0.0010833333333333333,6.75
0.06227802120987209,-0.07260714091614245,0.001125,7.0
0.0645846145880155,-0.1059087922007458,0.0011666666666666665,7.25
0.06689120796615891,-0.153017330004955,0.0012083333333333334,7.5
0.06919780134430233,-0.2040749902685026,0.00125,7.75
0.07150439472244573,-0.2452599052404602,0.0012916666666666667,8.0
0.07381098810058914,-0.278766529444707,0.0013333333333333333,8.25
0.07611758147873256,-0.3213986628065795,0.001375,8.5
0.07842417485687596,-0.380729864633765,0.0014166666666666666,8.75
0.08073076823501937,-0.442303535083748,0.0014583333333333332,9.0
0.08303736161316279,-0.4873748424269558,0.0015,9.25
0.08534395499130619,-0.5166549528831533,0.0015416666666666667,9.5
0.0876505483694496,-0.5468029009606413,0.0015833333333333333,9.75
0.08995714174759302,-0.5862546192659099,0.001625,10.0
0.09226373512573643,-0.6257359589818982,0.0016666666666666666,10.25
0.09457032850387984,-0.6547413604924065,0.0017083333333333332,10.5
0.09687692188202325,-0.6768905635543214,0.00175,10.75
0.09918351526016667,-0.7019922133852636,0.0017916666666666667,11.0
0.10149010863831007,-0.7298452969967619,0.0018333333333333333,11.25
0.10379670201645348,-0.7516050788272653,0.001875,11.5
0.1061032953945969,-0.7649176919545481,0.0019166666666666666,11.75
0.1084098887727403,-0.7778857041416259,0.001958333333333333,12.0
0.11071648215088371,-0.7963108082145953,0.002,12.25
0.11302307552902713,-0.8153129259021625,0.0020416666666666665,12.5
0.11532966890717053,-0.8280921288021394,0.0020833333333333333,12.75
0.11763626228531394,-0.8367836344923372,0.0021249999999999997,13.0
0.11994285566345736,-0.8482036713953375,0.0021666666666666666,13.25
0.12224944904160076,-0.8624738480338683,0.0022083333333333334,13.5
0.12455604241974418,-0.8732653024328993,0.00225,13.75
0.1268626357978876,-0.8784774680615803,0.0022916666666666667,14.0
0.129169229176031,-0.8833225190818806,0.002333333333333333,14.25
0.13147582255417442,-0.8910372518916643,0.002375,14.5
0.13378241593231782,-0.8969478013664823,0.002416666666666667,14.75
0.13608900931046122,-0.8957464347706428,0.002458333333333333,15.0
0.13839560268860465,-0.8899894203428805,0.0025,15.25
0.14070219606674805,-0.8859854898132989,0.0025416666666666665,15.5
0.14300878944489145,-0.8839108419888975,0.0025833333333333333,15.75
0.14531538282303488,-0.878151072008297,0.0026249999999999997,16.0
0.14762197620117828,-0.8670245339623535,0.0026666666666666666,16.25
0.14992856957932169,-0.8559805121577903,0.0027083333333333334,16.5
0.15223516295746511,-0.849221104284278,0.00275,16.75
0.15454175633560852,-0.8433489740328354,0.0027916666666666667,17.0
0.15684834971375192,-0.8330971095733589,0.002833333333333333,17.25
0.15915494309189535,-0.8198227560512807,0.002875,17.5
0.16146153647003875,-0.8094609401520384,0.0029166666666666664,17.75
0.16376812984818215,-0.8036177346552681,0.002958333333333333,18.0
0.16607472322632558,-0.7978040878071335,0.003,18.25
0.16838131660446898,-0.788821059184957,0.0030416666666666665,18.5
0.17068790998261238,-0.7791623890908074,0.0030833333333333333,18.75
0.1729945033607558,-0.7720801424084989,0.0031249999999999997,19.0
0.1753010967388992,-0.7660131398738883,0.0031666666666666666,19.25
0.1776076901170426,-0.757165767662256,0.0032083333333333334,19.5
0.17991428349518604,-0.7453636963115279,0.00325,19.75
0.18222087687332944,-0.7335873267172804,0.0032916666666666667,20.0
0.18452747025147287,-0.7224684215813713,0.003333333333333333,20.25
0.18683406362961627,-0.709007845008969,0.003375,20.5
0.18914065700775967,-0.6914776364968397,0.0034166666666666664,20.75
0.1914472503859031,-0.6726671103254661,0.0034583333333333332,21.0
0.1937538437640465,-0.6567814736709534,0.0035,21.25
0.1960604371421899,-0.6450526617178166,0.0035416666666666665,21.5
0.19836703052033333,-0.6357992327058574,0.0035833333333333333,21.75
0.20067362389847673,-0.6270439717718272,0.0036249999999999998,22.0
0.20298021727662013,-0.6173501339703319,0.0036666666666666666,22.25
