id,iq,torque,current angle
-0.0174524064,0.9998476952,0.10953072622441637,-1.0
-1.8155236649000002,10.8491416165,1.222056359541924,-9.5
-5.7883844718,20.1864956139,2.4117975287414954,-16.0
-11.1094064345,28.940993221499998,3.722684017695095,-21.0
-17.0024229507,37.3084121069,5.177234470214183,-24.5
-23.5491792732,45.2375524932,6.787065692630145,-27.5
-30.0378371661,53.091697449899996,8.558107533441031,-29.5
-36.5677033179,60.8588783497,10.493829242352605,-31.0
