Length,B.n,time
0.0,0.0005051590004862315,0.0
0.0023065933781434107,-0.009354453310135987,4.1666666666666665e-05
0.004613186756286821,-0.019212462783340368,8.333333333333333e-05
0.006919780134430232,-0.029067180299952852,0.000125
0.009226373512573643,-0.038916917304859196,0.00016666666666666666
0.011532966890717054,-0.04875998609633019,0.00020833333333333332
0.013839560268860464,-0.05859470011520067,0.00025
0.016146153647003874,-0.06841937423385275,0.00029166666666666664
0.018452747025147286,-0.07823232504495375,0.0003333333333333333
0.020759340403290697,-0.08803187114989942,0.000375
0.02306593378143411,-0.09781633344691287,0.00041666666666666664
0.025372527159577517,-0.10758403541875004,0.0004583333333333333
0.02767912053772093,-0.11733330341996234,0.0005
0.02998571391586434,-0.12706246696366713,0.0005416666666666666
0.03229230729400775,-0.13676985900777708,0.0005833333333333333
0.03459890067215116,-0.14645381624063916,0.000625
0.03690549405029457,-0.15611267936603473,0.0006666666666666666
0.03921208742843798,-0.16574479338749118,0.0007083333333333333
0.041518680806581394,-0.17534850789185724,0.00075
0.0438252741847248,-0.18492217733209262,0.0007916666666666666
0.04613186756286822,-0.1944641613092241,0.0008333333333333333
0.048438460941011625,-0.2039728248534195,0.000875
0.050745054319155034,-0.21344653870413122,0.0009166666666666666
0.05305164769729845,-0.22288367958926175,0.0009583333333333333
0.05535824107544186,-0.23228263050330308,0.001
0.057664834453585265,-0.2416417809844018,0.0010416666666666667
0.05997142783172868,-0.2509595273903042,0.0010833333333333333
0.06227802120987209,-0.26023427317313136,0.001125
0.0645846145880155,-0.2694644291529401,0.0011666666666666665
0.06689120796615891,-0.27864841379002014,0.0012083333333333334
0.06919780134430233,-0.2877846534558832,0.00125
0.07150439472244573,-0.296871582702896,0.0012916666666666667
0.07381098810058914,-0.30590764453251174,0.0013333333333333333
0.07611758147873256,-0.31489129066205374,0.001375
0.07842417485687596,-0.32382098179000557,0.0014166666666666666
0.08073076823501937,-0.33269518785976265,0.0014583333333333332
0.08303736161316279,-0.3415123883217994,0.0015
0.08534395499130619,-0.3502710723942079,0.0015416666666666667
0.0876505483694496,-0.35896973932156206,0.0015833333333333333
0.08995714174759302,-0.3676068986320647,0.001625
0.09226373512573643,-0.37618107039293214,0.0016666666666666666
0.09457032850387984,-0.3846907854639733,0.0017083333333333332
0.09687692188202325,-0.3931345857493187,0.00175
0.09918351526016667,-0.4015110244472584,0.0017916666666666667
0.10149010863831007,-0.40981866629814334,0.0018333333333333333
0.10379670201645348,-0.41805608783031056,0.001875
0.1061032953945969,-0.4262218776039866,0.0019166666666666666
0.1084098887727403,-0.4343146364531314,0.001958333333333333
0.11071648215088371,-0.4423329777251777,0.002
0.11302307552902713,-0.45027552751862737,0.0020416666666666665
0.11532966890717053,-0.45814092491846137,0.0020833333333333333
0.11763626228531394,-0.46592782222932655,0.0021249999999999997
0.11994285566345736,-0.4736348852064557,0.0021666666666666666
0.12224944904160076,-0.4812607932842838,0.0022083333333333334
0.12455604241974418,-0.4888042398027199,0.00225
0.1268626357978876,-0.4962639322310368,0.0022916666666666667
0.129169229176031,-0.50363859238934,0.002333333333333333
0.13147582255417442,-0.5109269566675754,0.002375
0.13378241593231782,-0.5181277762420453,0.002416666666666667
0.13608900931046122,-0.525239817289385,0.002458333333333333
0.13839560268860465,-0.5322618611979743,0.0025
0.14070219606674805,-0.5391927047767388,0.0025416666666666665
0.14300878944489145,-0.5460311604613114,0.0025833333333333333
0.14531538282303488,-0.5527760565175149,0.0026249999999999997
0.14762197620117828,-0.5594262372421333,0.0026666666666666666
0.14992856957932169,-0.5659805631609343,0.0027083333333333334
0.15223516295746511,-0.5724379112239135,0.00275
0.15454175633560852,-0.578797174997723,0.0027916666666666667
0.15684834971375192,-0.5850572648552526,0.002833333333333333
0.15915494309189535,-0.5912171081623323,0.002875
0.16146153647003875,-0.5972756494615225,0.0029166666666666664
0.16376812984818215,-0.6032318506529607,0.002958333333333333
0.16607472322632558,-0.6090846911722355,0.003
0.16838131660446898,-0.6148331681652547,0.0030416666666666665
0.17068790998261238,-0.6204762966600785,0.0030833333333333333
0.1729945033607558,-0.6260131097356902,0.0031249999999999997
0.1753010967388992,-0.6314426586876732,0.0031666666666666666
0.1776076901170426,-0.6367640131907656,0.0032083333333333334
0.17991428349518604,-0.641976261458268,0.00325
0.18222087687332944,-0.6470785103982724,0.0032916666666666667
0.18452747025147287,-0.652069885766689,0.003333333333333333
0.18683406362961627,-0.6569495323170448,0.003375
0.18914065700775967,-0.6617166139470233,0.0034166666666666664
0.1914472503859031,-0.6663703138417283,0.0034583333333333332
0.1937538437640465,-0.6709098346136404,0.0035
0.1960604371421899,-0.6753343984392447,0.0035416666666666665
0.19836703052033333,-0.6796432471923075,0.0035833333333333333
0.20067362389847673,-0.6838356425737767,0.0036249999999999998
0.20298021727662013,-0.6879108662382867,0.0036666666666666666
0.20528681065476356,-0.6918682199172413,0.003708333333333333
0.20759340403290696,-0.6957070255384606,0.00375
0.20989999741105037,-0.6994266253423632,0.0037916666666666667
0.2122065907891938,-0.7030263819946716,0.003833333333333333
0.2145131841673372,-0.7065056786956151,0.003875
0.2168197775454806,-0.7098639192856152,0.003916666666666666
0.21912637092362403,-0.713100528347435,0.003958333333333333
0.22143296430176743,-0.7162149513047739,0.004
0.22373955767991083,-0.7192066545172916,0.0040416666666666665
0.22604615105805426,-0.7220751253720439,0.004083333333333333
0.22835274443619766,-0.7248198723713163,0.004125
0.23065933781434106,-0.7274404252168406,0.004166666666666667
0.2329659311924845,-0.7299363348903779,0.004208333333333333
